Example ID,Source,Figure ID,Data Provider,PI,Date Received,Data Measurment Published,Type,Carbon,Nitrogen,Phosphorus,Hydrogen,Titanium,Gold,Lithium,Nickel,Cobalt,Manganese,Oxygen,Cadmium,Selenium,Sulfur,Silicon,Platinum,Zinc,Indium,Selenium,Aluminum,Total Comp Knowledge,Particle Diameter Dimension 1 (nm),Particle Diameter Dimension 2 (nm),Particle Diameter Dimension 3 (nm),Capping Agent,Particle Shape,Concentration (mg/L),Surface Area (NMC) (m2/g),pH,Medium,Natural Organic Matter (mg/L),Purification Method,Total Centrifugation Steps,Exposure Time (min),Bacteria,Gram,Identity,Mutation,Prior Exposure,Method,Viability_Fraction,Error,Comments
198,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.15,0.05,0.05,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.07 ,107.30,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,0.65 ,,
199,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,0.00 ,0.54,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,1.00 ,0.00 ,
200,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,1.87 ,0.54,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,1.00 ,,
201,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,18.66 ,0.54,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,0.95 ,,
202,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,46.64 ,0.54,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,1.00 ,0.00 ,
203,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,0.00 ,0.96,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,1.00 ,,
204,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,1.05 ,0.96,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,1.00 ,,
205,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,10.46 ,0.96,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,1.00 ,,
206,http://dx.doi.org/10.1039/C9EN01074B,2,Joseph T. Buchman,Christy Haynes,2019/2/25,2019/12/23,NMC,0,0,0,0,0,0,0.25,0.14,0.05,0.06,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,750,750,750,None,Amorphous,26.15 ,0.96,7.40,MHRW,0,"2 C H2O,  3 C MeOH",5,"172,800",No,None,Daphnia magna ,None,No,ATT,1.00 ,,
207,https://doi.org/10.1021/acs.chemrestox.9b00465,S3,WebPlotDigitizer: https://automeris.io/WebPlotDigitizer/citation.html,Christy Haynes,2020/5/11,2020/2/2,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,T,10,500,"1,000",None,Sheet,0.00 ,0,7.40,HEPES Buffer,0,Washing,0,60,Yes,Positive,Shewanella oneidensis,MR-1,No,GBV,1.19 ,0.19 ,
208,https://doi.org/10.1021/acs.chemrestox.9b00465,S3,WebPlotDigitizer: https://automeris.io/WebPlotDigitizer/citation.html,Christy Haynes,2020/5/11,2020/2/2,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,T,10,500,"1,000",None,Sheet,0.10 ,0,7.40,HEPES Buffer,0,Washing,0,60,Yes,Positive,Shewanella oneidensis,MR-1,No,GBV,0.89 ,0.17 ,
209,https://doi.org/10.1021/acs.chemrestox.9b00465,S3,WebPlotDigitizer: https://automeris.io/WebPlotDigitizer/citation.html,Christy Haynes,2020/5/11,2020/2/2,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,T,10,500,"1,000",None,Sheet,1.00 ,0,7.40,HEPES Buffer,0,Washing,0,60,Yes,Positive,Shewanella oneidensis,MR-1,No,GBV,0.40 ,0.20 ,
210,https://doi.org/10.1021/acs.chemrestox.9b00465,S3,WebPlotDigitizer: https://automeris.io/WebPlotDigitizer/citation.html,Christy Haynes,2020/5/11,2020/2/2,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,T,10,500,"1,000",None,Sheet,10.00 ,0,7.40,HEPES Buffer,0,Washing,0,60,Yes,Positive,Shewanella oneidensis,MR-1,No,GBV,0.10 ,0.08 ,
211,https://doi.org/10.1021/acs.chemrestox.9b00465,S3,WebPlotDigitizer: https://automeris.io/WebPlotDigitizer/citation.html,Christy Haynes,2020/5/11,2020/2/2,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,T,10,500,"1,000",None,Sheet,100.00 ,0,7.40,HEPES Buffer,0,Washing,0,60,Yes,Positive,Shewanella oneidensis,MR-1,No,GBV,0.05 ,0.05 ,
212,https://doi.org/10.1021/acs.chemrestox.9b00465,S3,WebPlotDigitizer: https://automeris.io/WebPlotDigitizer/citation.html,Christy Haynes,2020/5/11,2020/2/2,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,T,10,500,"1,000",None,Sheet,0.00 ,0,7.40,HEPES Buffer,0,Washing,0,60,Yes,Negative,Bacillus subtilis,SB 491,No,GBV,0.92 ,0.10 ,
213,https://doi.org/10.1021/acs.chemrestox.9b00465,S3,WebPlotDigitizer: https://automeris.io/WebPlotDigitizer/citation.html,Christy Haynes,2020/5/11,2020/2/2,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,T,10,500,"1,000",None,Sheet,0.10 ,0,7.40,HEPES Buffer,0,Washing,0,60,Yes,Negative,Bacillus subtilis,SB 491,No,GBV,0.48 ,0.29 ,
214,https://doi.org/10.1021/acs.chemrestox.9b00465,S3,WebPlotDigitizer: https://automeris.io/WebPlotDigitizer/citation.html,Christy Haynes,2020/5/11,2020/2/2,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,T,10,500,"1,000",None,Sheet,1.00 ,0,7.40,HEPES Buffer,0,Washing,0,60,Yes,Negative,Bacillus subtilis,SB 491,No,GBV,0.26 ,0.11 ,
215,https://doi.org/10.1021/acs.chemrestox.9b00465,S3,WebPlotDigitizer: https://automeris.io/WebPlotDigitizer/citation.html,Christy Haynes,2020/5/11,2020/2/2,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,T,10,500,"1,000",None,Sheet,10.00 ,0,7.40,HEPES Buffer,0,Washing,0,60,Yes,Negative,Bacillus subtilis,SB 491,No,GBV,0.16 ,0.09 ,
216,https://doi.org/10.1021/acs.chemrestox.9b00465,S3,WebPlotDigitizer: https://automeris.io/WebPlotDigitizer/citation.html,Christy Haynes,2020/5/11,2020/2/2,LCP,0,0,0.14,0,0,0,0.14,0,0.14,0,0.57,0,0,0,0,0,0,0.00,0.00,0.00,T,10,500,"1,000",None,Sheet,100.00 ,0,7.40,HEPES Buffer,0,Washing,0,60,Yes,Negative,Bacillus subtilis,SB 491,No,GBV,0.09 ,0.08 ,
217,https://doi.org/10.1021/jacs.0c02737,4,Natalie Hudson-Smith,Christy Haynes,2020/5/18,2020/5/13,Nanodiamond,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,T,5,5,5,PAH,Amorphous,0.00 ,0,7.40,HEPES Buffer,0,3 C H2O,3,60,Yes,Positive,Shewanella oneidensis,MR-1,No,GBV,1.00 ,0.00 ,
218,https://doi.org/10.1021/jacs.0c02737,4,Natalie Hudson-Smith,Christy Haynes,2020/5/18,2020/5/13,Nanodiamond,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,T,5,5,5,PAH,Amorphous,0.05 ,0,7.40,HEPES Buffer,0,3 C H2O,3,60,Yes,Positive,Shewanella oneidensis,MR-1,No,GBV,0.97 ,0.08 ,
219,https://doi.org/10.1021/jacs.0c02737,4,Natalie Hudson-Smith,Christy Haynes,2020/5/18,2020/5/13,Nanodiamond,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,T,5,5,5,PAH,Amorphous,0.10 ,0,7.40,HEPES Buffer,0,3 C H2O,3,60,Yes,Positive,Shewanella oneidensis,MR-1,No,GBV,1.00 ,0.08 ,
220,https://doi.org/10.1021/jacs.0c02737,4,Natalie Hudson-Smith,Christy Haynes,2020/5/18,2020/5/13,Nanodiamond,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,T,5,5,5,PAH,Amorphous,0.19 ,0,7.40,HEPES Buffer,0,3 C H2O,3,60,Yes,Positive,Shewanella oneidensis,MR-1,No,GBV,0.91 ,0.13 ,
221,https://doi.org/10.1021/jacs.0c02737,4,Natalie Hudson-Smith,Christy Haynes,2020/5/18,2020/5/13,Nanodiamond,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,T,5,5,5,PAH,Amorphous,0.38 ,0,7.40,HEPES Buffer,0,3 C H2O,3,60,Yes,Positive,Shewanella oneidensis,MR-1,No,GBV,0.40 ,0.17 ,
222,https://doi.org/10.1021/jacs.0c02737,4,Natalie Hudson-Smith,Christy Haynes,2020/5/18,2020/5/13,Nanodiamond,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,T,5,5,5,PAH,Amorphous,0.77 ,0,7.40,HEPES Buffer,0,3 C H2O,3,60,Yes,Positive,Shewanella oneidensis,MR-1,No,GBV,0.02 ,0.02 ,
223,https://doi.org/10.1021/jacs.0c02737,4,Natalie Hudson-Smith,Christy Haynes,2020/5/18,2020/5/13,Nanodiamond,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,T,5,5,5,PAH,Amorphous,1.54 ,0,7.40,HEPES Buffer,0,3 C H2O,3,60,Yes,Positive,Shewanella oneidensis,MR-1,No,GBV,1.00 ,0.00 ,
224,https://doi.org/10.1021/jacs.0c02737,4,Natalie Hudson-Smith,Christy Haynes,2020/5/18,2020/5/13,Nanodiamond,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,T,5,5,5,PAH,Amorphous,3.08 ,0,7.40,HEPES Buffer,0,3 C H2O,3,60,Yes,Positive,Shewanella oneidensis,MR-1,No,GBV,1.00 ,0.00 ,
225,https://doi.org/10.1039/d0en00844c,2,Arielle C. Mensch,Gayla Orr,2020/5/27,2020/10/20,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,0.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.00 ,0.07 ,2025_new
226,https://doi.org/10.1039/d0en00845c,2,Arielle C. Mensch,Gayla Orr,2020/5/27,2020/10/20,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,3.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.99 ,0.08 ,
227,https://doi.org/10.1039/d0en00846c,2,Arielle C. Mensch,Gayla Orr,2020/5/27,2020/10/20,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,5.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.98 ,0.09 ,
228,https://doi.org/10.1039/d0en00847c,2,Arielle C. Mensch,Gayla Orr,2020/5/27,2020/10/20,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,10.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.95 ,0.09 ,
229,https://doi.org/10.1039/d0en00848c,2,Arielle C. Mensch,Gayla Orr,2020/5/27,2020/10/20,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,15.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.92 ,0.06 ,
230,https://doi.org/10.1039/d0en00849c,2,Arielle C. Mensch,Gayla Orr,2020/5/27,2020/10/20,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,25.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.89 ,0.06 ,
231,https://doi.org/10.1039/d0en00850c,2,Arielle C. Mensch,Gayla Orr,2020/5/27,2020/10/20,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,50.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"1,440",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.74 ,0.05 ,
232,https://doi.org/10.1039/d0en00844c,2,Arielle C. Mensch,Gayla Orr,2020/5/27,2020/10/20,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,0.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"2,880",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.00 ,0.05 ,
233,https://doi.org/10.1039/d0en00845c,2,Arielle C. Mensch,Gayla Orr,2020/5/27,2020/10/20,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,3.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"2,880",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.99 ,0.08 ,
234,https://doi.org/10.1039/d0en00846c,2,Arielle C. Mensch,Gayla Orr,2020/5/27,2020/10/20,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,5.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"2,880",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.99 ,0.06 ,
235,https://doi.org/10.1039/d0en00847c,2,Arielle C. Mensch,Gayla Orr,2020/5/27,2020/10/20,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,10.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"2,880",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.97 ,0.07 ,
236,https://doi.org/10.1039/d0en00848c,2,Arielle C. Mensch,Gayla Orr,2020/5/27,2020/10/20,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,15.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"2,880",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.95 ,0.09 ,
237,https://doi.org/10.1039/d0en00849c,2,Arielle C. Mensch,Gayla Orr,2020/5/27,2020/10/20,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,25.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"2,880",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.89 ,0.06 ,
238,https://doi.org/10.1039/d0en00850c,2,Arielle C. Mensch,Gayla Orr,2020/5/27,2020/10/20,LCO,0,0,0,0,0,0,0.25,0,0.25,0,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,30,50,None,Sheet,50.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,"2,880",No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,0.74 ,0.04 ,
239,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.03 ,,
240,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,5.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.95 ,,
241,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,10.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.01 ,,
242,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,25.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.87 ,,
243,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,50.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,60,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.81 ,,
244,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,480,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,1.03 ,,
245,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,5.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,480,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.90 ,,
246,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,10.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,480,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.61 ,,
247,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,25.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,480,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.27 ,,
248,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,50.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,480,Yes,Negative,Shewanella oneidensis,MR-1,No,GBV,0.12 ,,
249,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,0.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,300,Yes,Positive,Bacillus subtilis,SB 491,No,GBV,1.12 ,,
250,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,5.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,300,Yes,Positive,Bacillus subtilis,SB 491,No,GBV,2.48 ,,
251,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,10.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,300,Yes,Positive,Bacillus subtilis,SB 491,No,GBV,0.92 ,,
252,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,25.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,300,Yes,Positive,Bacillus subtilis,SB 491,No,GBV,0.52 ,,
253,https://doi.org/10.1039/D0SC02987D,1,Tian A. Qiu,Christy Haynes,2020/8/12,2020/9/21,NMC,0,0,0,0,0,0,0.25,0.08,0.08,0.08,0.50,0,0,0,0,0,0,0.00,0.00,0.00,T,5,70,70,None,Sheet,50.00 ,114,7.25,Minimal Medium,0,"2 C H2O,  3 C MeOH",1,300,Yes,Positive,Bacillus subtilis,SB 491,No,GBV,0.09 ,,
254,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,13.90,13.90,13.90,None,Sphere,0.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.00 ,0.10 ,
255,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,13.90,13.90,13.90,None,Sphere,1.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.03 ,0.09 ,
256,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,13.90,13.90,13.90,None,Sphere,10.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.00 ,0.14 ,
257,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,13.90,13.90,13.90,None,Sphere,50.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.08 ,0.09 ,
258,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,13.90,13.90,13.90,None,Sphere,100.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.02 ,0.09 ,
259,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.10,14.10,14.10,None,Sphere,0.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.00 ,0.10 ,
260,https://doi.org/10.1039/D0SC05743F,S20,Bo Zhi,Christy Haynes,2020/10/16,2020/12/22,Carbon Dot,0.31,0.11,0.00,0.31,0,0,0,0,0,0,0.27,0,0,0,0.00,0.00,0,0.00,0.00,0.00,F,14.10,14.10,14.10,None,Sphere,1.00 ,0,7.60,Leibovitz’s L-15 media,0,None,0,60,No,None,Oncorhynchus mykiss,RTgill-W1,No,CC,1.05 ,0.10 ,
